"","site.name","droad","dcabin","treeheight","dlogging","dstreammouth","dfreshwater","foragearea.buffer","dforagearea","site.location","latrine.present","disturbance.area","site.name.original","lat.pres"
"1","AB1",1325.6,86.83,3,1359.1,391.12,391.12,"N/A",NA,"Alexander Bay","Y","Y","SS1",1
"2","AB2",1228.4,141.61,4,1568.22,51.69,51.69,"N/A",NA,"Alexander Bay","Y","Y","SS2",1
"3","AB3",1635.3,151.61,5,1977.32,480.11,480.11,"N/A",NA,"Alexander Bay","Y","Y","SS3",1
"4","AB4",1850.74,490.93,5,2199.73,789.12,637.53,"N/A",NA,"Alexander Bay","Y","Y","SS4",1
"5","AB6",2370.1,829.81,4,2691.79,1145.27,797.43,"N/A",NA,"Alexander Bay","Y","Y","SS6",1
"6","AB7",2832.48,307.11,4,3140.24,745.71,658.83,"N/A",NA,"Alexander Bay","Y","Y","SS7",1
"7","AB8",3290.13,294.23,4,3569.75,371.68,371.68,"N/A",NA,"Alexander Bay","Y","Y","SS8",1
"8","AB9",3304.25,440.3,3,3577.24,297.32,297.32,"N/A",NA,"Alexander Bay","Y","Y","SS9",1
"9","AB10",3073.85,583.59,3,3329.38,166.15,166.15,"N/A",NA,"Alexander Bay","Y","Y","SS10",1
"10","AB11",2657.06,950.69,4,2884.51,592.41,468.16,"N/A",NA,"Alexander Bay","Y","Y","SS11",1
"11","AB12",2052.9,538.89,4,2262.68,1127.56,652.98,"N/A",NA,"Alexander Bay","Y","Y","SS12",1
"12","AB13",1574.13,127.2,3,1687.86,1926.06,586.13,"N/A",NA,"Alexander Bay","Y","Y","SS13",1
"13","AB14",1678.5,529.27,4,1782.83,1788.28,600.71,"N/A",NA,"Alexander Bay","Y","Y","SS14",1
"14","AB15",1850.23,297.3,4,2030.7,1431.14,737.18,"N/A",NA,"Alexander Bay","Y","Y","SS15",1
"15","AB16",1625.54,226.23,2,1687.91,2139.67,772.16,"N/A",NA,"Alexander Bay","Y","Y","SS16",1
"16","AB17",1328.02,633.12,3,1169.19,2084.97,938.8,"N/A",NA,"Alexander Bay","Y","Y","SS17",1
"17","AB18",1336.57,247.3,2,1380.7,1862.78,613.37,"N/A",NA,"Alexander Bay","Y","Y","SS18",1
"18","AB19",800.34,774.83,4,815.67,1610.89,530.59,"N/A",NA,"Alexander Bay","Y","Y","SS19",1
"19","AB20",620.25,1692.57,5,195.09,2216.43,410.59,"N/A",NA,"Alexander Bay","Y","Y","SS20",1
"20","AB21",706.36,1760.81,5,314.33,2383.81,504.54,"N/A",NA,"Alexander Bay","Y","Y","SS21",1
"21","AB22",431.89,2162.81,4,109.15,2716.83,722.11,"N/A",NA,"Alexander Bay","Y","Y","SS22",1
"22","AB23",905.65,1716.12,4,643.87,2887.72,711.26,"N/A",NA,"Alexander Bay","Y","Y","SS23",1
"23","AB24",1086.94,1507.8,4,615.43,2887.72,804.18,"N/A",NA,"Alexander Bay","Y","Y","SS24",1
"24","AB25",1294.85,1110.92,4,574.84,2938.35,929.24,"N/A",NA,"Alexander Bay","Y","Y","SS25",1
"25","AB26",1423.39,499.63,4,721.7,1951.23,1396.2,"N/A",NA,"Alexander Bay","Y","Y","SS26",1
"26","AB27",1329.41,127.91,4,835.04,1568,1486.14,"N/A",NA,"Alexander Bay","Y","Y","SS27",1
"27","AB28",1577.38,177.92,2,1119.04,1266.47,1776.09,"N/A",NA,"Alexander Bay","Y","Y","SS28",1
"28","AB29",1227.31,324.93,4,850.82,1506.54,1491.14,"N/A",NA,"Alexander Bay","Y","Y","SS29",1
"29","AB30",497.36,484.09,4,175.34,2316.64,732.78,"N/A",NA,"Alexander Bay","Y","Y","SS30",1
"30","AB31",309.16,183.49,4,117.89,2255.73,850.01,"N/A",NA,"Alexander Bay","Y","Y","SS31",1
"31","AB32",614.92,263.76,4,218.78,2320.88,1357.87,"N/A",NA,"Alexander Bay","Y","Y","SS32",1
"32","AB33",632.38,528.16,1,213.62,2660.93,1428.26,"N/A",NA,"Alexander Bay","Y","Y","SS33",1
"33","AB34",588.19,597.64,4,258.9,2814.56,1380.23,"N/A",NA,"Alexander Bay","Y","Y","SS34",1
"34","AB35",468.72,294.29,4,381.19,2669.14,869.32,"N/A",NA,"Alexander Bay","Y","Y","SS35",1
"35","AB36",542.82,231.1,4,373.6,2451.71,673.38,"N/A",NA,"Alexander Bay","Y","Y","SS36",1
"36","AB37",437.74,277.88,4,240.57,3448.09,497.22,"N/A",NA,"Alexander Bay","Y","Y","SS37",1
"37","AB38",740.24,585.39,1,253.66,2404.06,993.47,"N/A",NA,"Alexander Bay","Y","Y","SS38",1
"38","AB39",486.12,749.43,5,90.68,2075.42,1026.32,"N/A",NA,"Alexander Bay","Y","Y","SS39",1
"39","AB40",611.53,830.01,5,253.14,1608.77,1240.4,"N/A",NA,"Alexander Bay","Y","Y","SS40",1
"40","AB41",828.93,730.32,4,225.1,959.64,959.64,"N/A",NA,"Alexander Bay","Y","Y","SS41",1
"41","AB42",795.78,396.55,1,182.95,297.94,297.94,"N/A",NA,"Alexander Bay","Y","Y","SS42",1
"42","AB43",819.41,162.41,4,500.1,238.47,238.47,"N/A",NA,"Alexander Bay","Y","Y","SS43",1
"43","AB44",980.96,480.84,2,625.05,597.47,430.81,"N/A",NA,"Alexander Bay","Y","Y","SS44",1
"44","AB45",917.79,665.55,4,559.85,808.04,394.53,"N/A",NA,"Alexander Bay","Y","Y","SS45",1
"45","AB46",612.54,433.5,4,732.84,1275.49,509.81,"N/A",NA,"Alexander Bay","Y","Y","SS46",1
"46","AB47",722.74,353.84,3,1078.39,1628.66,869.53,"N/A",NA,"Alexander Bay","Y","Y","SS47",1
"47","AB48",933.6,329.88,4,1277.42,1775.12,1059.66,"N/A",NA,"Alexander Bay","Y","Y","SS48",1
"48","AB49",927.95,198.75,4,1353.89,1903.33,1155.66,"N/A",NA,"Alexander Bay","Y","Y","SS49",1
"49","AB50",308.41,136.21,4,652.65,1891.46,779.84,"N/A",NA,"Alexander Bay","Y","Y","SS50",1
"50","AB51",794.86,670.99,4,1277.75,2530.94,1133.16,"N/A",NA,"Alexander Bay","Y","Y","SS51",1
"51","AB52",608,1030,4,1582.77,3023.42,814.57,"N/A",NA,"Alexander Bay","Y","Y","SS52",1
"52","AB53",543.4,796.31,4,1780.48,3006.75,663.38,"N/A",NA,"Alexander Bay","Y","Y","SS53",1
"53","AB54",490.67,527.17,4,2002.97,2774.19,617.92,"N/A",NA,"Alexander Bay","Y","Y","SS54",1
"54","AB55",528.13,102.92,1,2480.76,2370.77,699.69,"N/A",NA,"Alexander Bay","Y","Y","SS55",1
"55","AB56",1046.02,541.08,3,2682.37,1979.99,754.22,"N/A",NA,"Alexander Bay","Y","Y","SS56",1
"56","AB57",1220.47,301.21,3,2628.35,1790.49,743.06,"N/A",NA,"Alexander Bay","Y","Y","SS57",1
"57","AB58",1392.25,502.02,4,2958.08,2068.54,1066.39,"N/A",NA,"Alexander Bay","Y","Y","SS58",1
"58","AB59",1643.85,621.95,4,3170.66,2172.56,1297.99,"N/A",NA,"Alexander Bay","Y","Y","SS59",1
"59","AB60",2182.72,960.9,4,3538.24,2309.1,1759.74,"N/A",NA,"Alexander Bay","Y","Y","SS60",1
"60","AB61",2865.94,1356.61,4,3778.74,2283.53,2068.6,"N/A",NA,"Alexander Bay","Y","Y","SS61",1
"61","AB62",3019.95,1313.62,4,3754.47,2191.61,2083.1,"N/A",NA,"Alexander Bay","Y","Y","SS62",1
"62","AB63",2460.82,698.89,4,3131.6,1630.46,1443.62,"N/A",NA,"Alexander Bay","Y","Y","SS63",1
"63","AB64",1772.11,333.88,4,2706.19,1481.54,891.21,"N/A",NA,"Alexander Bay","Y","Y","SS64",1
"64","AB65",1791.75,332.14,4,2624.34,1398.59,964.24,"N/A",NA,"Alexander Bay","Y","Y","SS65",1
"65","AB66",1892.19,222.2,4,2484.48,1159.15,775.11,"N/A",NA,"Alexander Bay","Y","Y","SS66",1
"66","AB67",2442.4,485.33,3,2801.63,1172.44,1243.51,"N/A",NA,"Alexander Bay","Y","Y","SS67",1
"67","AB68",2428.01,513.81,3,2750.58,1101.85,1101.85,"N/A",NA,"Alexander Bay","Y","Y","SS68",1
"68","AB69",1980.1,811.65,4,2079.17,398.84,398.84,"N/A",NA,"Alexander Bay","Y","Y","SS69",1
"69","AB70",1740.56,1035.81,4,1752.07,163.33,163.33,"N/A",NA,"Alexander Bay","Y","Y","SS70",1
"70","AB71",1892.1,1224.17,4,1802.5,389.89,389.89,"N/A",NA,"Alexander Bay","Y","Y","SS71",1
"71","AB72",1355.97,1554.33,4,1199.04,613.93,613.93,"N/A",NA,"Alexander Bay","Y","Y","SS72",1
"72","AB73",1044.63,1413.1,1,879.11,503.87,503.87,"N/A",NA,"Alexander Bay","Y","Y","SS73",1
"73","AB74",837.53,1173.33,3,643.25,410.02,410.02,"N/A",NA,"Alexander Bay","Y","Y","SS74",1
"74","AB75",718.75,1003.07,4,466.04,84.64,84.64,"N/A",NA,"Alexander Bay","Y","Y","SS75",1
"75","AB76",713.66,964.51,4,411.67,82.17,82.17,"N/A",NA,"Alexander Bay","Y","Y","SS76",1
"76","AB77",1106.41,1215.64,4,584.88,502.21,502.21,"N/A",NA,"Alexander Bay","Y","Y","SS77",1
"77","AB78",1345.97,1462.55,4,435.16,674.5,674.5,"N/A",NA,"Alexander Bay","Y","Y","SS78",1
"78","AB79",1432.1,1535.64,4,831.77,708.87,708.87,"N/A",NA,"Alexander Bay","Y","Y","SS79",1
"79","AB80",1416.1,1751.16,4,905.9,796.31,796.31,"N/A",NA,"Alexander Bay","Y","Y","SS80",1
"80","AB81",1514.94,1594.7,4,968.5,884.21,884.21,"N/A",NA,"Alexander Bay","Y","Y","SS81",1
"81","AB82",1417.36,1396.15,4,798.94,844.09,844.09,"N/A",NA,"Alexander Bay","Y","Y","SS82",1
"82","AB83",801.79,270.02,4,251.33,528.96,528.96,"N/A",NA,"Alexander Bay","Y","Y","SS83",1
"83","AB84",1457.14,176.55,1,1021.75,223.72,223.72,"N/A",NA,"Alexander Bay","Y","Y","SS84",1
"84","AB85",1252.34,269.17,4,953.43,230.87,230.87,"N/A",NA,"Alexander Bay","Y","Y","SS85",1
"85","AB86",1065.09,160.54,4,708.75,180.1,180.1,"N/A",NA,"Alexander Bay","Y","Y","SS86",1
"86","AB87",1029.11,166.75,4,709.32,161.71,161.71,"N/A",NA,"Alexander Bay","Y","Y","SS87",1
"87","AB88",1159.78,86.17,4,905.97,392.65,392.65,"N/A",NA,"Alexander Bay","Y","Y","SS88",1
"88","AB89",1111.99,478.43,3,1102.17,231.79,231.79,"N/A",NA,"Alexander Bay","Y","Y","SS89",1
"89","AB90",1250.31,717.21,4,812.12,267.18,267.18,"N/A",NA,"Alexander Bay","Y","Y","SS90",1
"90","AB91",1368.44,596.1,3,716.04,381.22,381.22,"N/A",NA,"Alexander Bay","Y","Y","SS91",1
"91","AB92",1733.85,388.71,2,646.92,754.22,613.65,"N/A",NA,"Alexander Bay","Y","Y","SS92",1
"92","AB93",2152.21,431.53,3,684.39,1193.59,966.75,"N/A",NA,"Alexander Bay","Y","Y","SS93",1
"93","AB94",2649.83,1015.51,1,1375.12,1822.35,1665.24,"N/A",NA,"Alexander Bay","Y","Y","SS94",1
"94","AB95",2714.41,933.73,4,1312.04,1849.37,1651.9,"N/A",NA,"Alexander Bay","Y","Y","SS95",1
"95","AB96",2132.49,371.94,4,215.33,1252.36,275.32,"N/A",NA,"Alexander Bay","Y","Y","SS96",1
"96","AB97",2441.93,288.83,1,271.79,1345.67,243.85,"N/A",NA,"Alexander Bay","Y","Y","SS97",1
"97","AB98",2763.52,55.48,3,758.6,1725.68,535.55,"N/A",NA,"Alexander Bay","Y","Y","SS98",1
"98","AB99",2953.1,270.52,4,977.88,1557.31,624.96,"N/A",NA,"Alexander Bay","Y","Y","SS99",1
"99","AB100",1903.45,522.58,1,1160.08,118.52,118.52,"N/A",NA,"Alexander Bay","Y","Y","SS100",1
"100","AB101",1266,137.92,4,829.95,1329.99,1294.52,"N/A",NA,"Alexander Bay","Y","Y","SS101",1
"101","AB102",987.68,740.31,3,526.68,2264.12,2086.62,"N/A",NA,"Alexander Bay","Y","Y","SS102",1
"102","AB103",942.23,878.92,3,455.9,2406.71,2154.77,"N/A",NA,"Alexander Bay","Y","Y","SS103",1
"103","AB104",638.01,88.98,1,145.55,3401.39,1872.01,"N/A",NA,"Alexander Bay","Y","Y","SS104",1
"104","AB105",608.92,58.46,4,205.83,3587.3,1699.31,"N/A",NA,"Alexander Bay","Y","Y","SS105",1
"105","AB106",626.82,163.39,4,302.36,3728.99,1404.85,"N/A",NA,"Alexander Bay","Y","Y","SS106",1
"106","AB107",628.1,345,4,282.9,3921.68,1388.25,"N/A",NA,"Alexander Bay","Y","Y","SS107",1
"107","AB108",664.5,1013.9,3,249.78,4557.53,740.49,"N/A",NA,"Alexander Bay","Y","Y","SS108",1
"108","AB109",658.15,1334.08,4,318.72,4090.49,361.46,"N/A",NA,"Alexander Bay","Y","Y","SS109",1
"109","AB110",673.69,1030.92,4,265.43,3794.9,383.53,"N/A",NA,"Alexander Bay","Y","Y","SS110",1
"110","AB111",662.04,957.04,4,251.73,3756.48,449.6,"N/A",NA,"Alexander Bay","Y","Y","SS111",1
"111","AB112",618.86,570.29,4,143.73,3553.64,860.58,"N/A",NA,"Alexander Bay","Y","Y","SS112",1
"112","AB113",647.58,488.71,4,167.71,3525.52,959.34,"N/A",NA,"Alexander Bay","Y","Y","SS113",1
"113","AB114",602.27,464.36,4,201.68,3431.67,1068.33,"N/A",NA,"Alexander Bay","Y","Y","SS114",1
"114","AB115",576.88,464.36,4,209.47,3391.45,1097.78,"N/A",NA,"Alexander Bay","Y","Y","SS115",1
"115","AB116",483.8,658.74,1,132.89,3075.03,743.44,"N/A",NA,"Alexander Bay","Y","Y","SS116",1
"116","AB117",596.58,465.86,1,110.28,2972.33,631.6,"N/A",NA,"Alexander Bay","Y","Y","SS117",1
"117","AB118",667.12,61.4,4,193.83,2870.76,591.26,"N/A",NA,"Alexander Bay","Y","Y","SS118",1
"118","AB119",664.85,143.36,4,288.3,2790.8,623.71,"N/A",NA,"Alexander Bay","Y","Y","SS119",1
"119","AB120",676.88,362.52,3,134.68,2417.82,672.63,"N/A",NA,"Alexander Bay","Y","Y","SS120",1
"120","AB121",622.55,489.42,3,172.72,2128.43,670.13,"N/A",NA,"Alexander Bay","Y","Y","SS121",1
"121","AB122",604.4,530.63,3,140.62,2093.95,703.03,"N/A",NA,"Alexander Bay","Y","Y","SS122",1
"122","AB123",1648.09,334.93,2,1108.36,888.63,532.26,"N/A",NA,"Alexander Bay","Y","Y","SS123",1
"123","AB124",1681.08,455.46,2,1146.11,924.93,650.11,"N/A",NA,"Alexander Bay","Y","Y","SS124",1
"124","AB125",1585.58,520.12,3,1054.6,1035.16,718.1,"N/A",NA,"Alexander Bay","Y","Y","SS125",1
"125","AB126",1097.94,1058.32,3,667.54,1673.39,676.33,"N/A",NA,"Alexander Bay","Y","Y","SS126",1
"126","AB127",679.94,2029.43,4,249.73,1068.25,626.04,"N/A",NA,"Alexander Bay","Y","Y","SS127",1
"127","AB128",579.06,1850.26,4,191.44,1112.65,735.65,"N/A",NA,"Alexander Bay","Y","Y","SS128",1
"128","AB129",270.8,995.19,4,118.39,1561.25,960.42,"N/A",NA,"Alexander Bay","Y","Y","SS129",1
"129","AB130",242.45,898.71,4,162.28,1614.8,864,"N/A",NA,"Alexander Bay","Y","Y","SS130",1
"130","AB131",237.05,690.75,3,151.98,1758.44,653.7,"N/A",NA,"Alexander Bay","Y","Y","SS131",1
"131","AB132",321.19,484.83,3,236.83,1831.78,465.19,"N/A",NA,"Alexander Bay","Y","Y","SS132",1
"132","AB133",211.41,160.86,4,101.22,1973.72,221.2,"N/A",NA,"Alexander Bay","Y","Y","SS133",1
"133","AB134",223.17,335.55,4,246.8,2235.68,351.75,"N/A",NA,"Alexander Bay","Y","Y","SS134",1
"134","AB135",228.77,357.49,3,234.68,2343.81,331.62,"N/A",NA,"Alexander Bay","Y","Y","SS135",1
"135","AB136",276.98,321.87,4,229.61,2129.11,516.94,"N/A",NA,"Alexander Bay","Y","Y","SS136",1
"136","AB137",542.92,842.64,4,497.74,1389.59,1024.13,"N/A",NA,"Alexander Bay","Y","Y","SS137",1
"137","AB138",1283.65,1622.22,1,1114.05,693.87,663.41,"N/A",NA,"Alexander Bay","Y","Y","SS138",1
"138","AB139",2006.62,2065.96,1,1129.38,412.22,412.22,"N/A",NA,"Alexander Bay","Y","Y","SS139",1
"139","AB140",1944.85,2035.33,4,1131.48,425.42,425.42,"N/A",NA,"Alexander Bay","Y","Y","SS140",1
"140","AB141",1827.67,1976.15,4,1218.65,534.27,534.27,"N/A",NA,"Alexander Bay","Y","Y","SS141",1
"141","AB142",1802.36,1907.78,3,1275.5,577.64,577.64,"N/A",NA,"Alexander Bay","Y","Y","SS142",1
"142","AB143",1700.9,1525.07,4,2303.06,891.83,891.83,"N/A",NA,"Alexander Bay","Y","Y","SS143",1
"143","AB144",1603.41,1336.11,4,2144.93,1082.75,1082.75,"N/A",NA,"Alexander Bay","Y","Y","SS144",1
"144","AB145",1374.15,920.73,4,1719.19,1534.34,1153.31,"N/A",NA,"Alexander Bay","Y","Y","SS145",1
"145","AB146",1577.48,655.62,4,1683.03,1748.91,1161.91,"N/A",NA,"Alexander Bay","Y","Y","SS146",1
"146","AB147",1805.06,365.55,1,1658.11,1439.46,1221.11,"N/A",NA,"Alexander Bay","Y","Y","SS147",1
"147","AB148",1719.58,238.64,1,1577.11,1269.5,1173.26,"N/A",NA,"Alexander Bay","Y","Y","SS148",1
"148","AB149",1637.51,51.83,4,1484.05,978.59,978.59,"N/A",NA,"Alexander Bay","Y","Y","SS149",1
"149","AB150",2215.79,399.93,3,2096.49,399.64,399.64,"N/A",NA,"Alexander Bay","Y","Y","SS150",1
"150","AB151",2951.8,176.08,3,1128.43,854.28,372.81,"N/A",NA,"Alexander Bay","Y","Y","SS151",1
"151","AB152",3052.57,428.97,3,812.35,1164.85,452.92,"N/A",NA,"Alexander Bay","Y","Y","SS152",1
"152","AB153",4548.22,358.04,3,564.96,2619.14,700.36,"N/A",NA,"Alexander Bay","Y","Y","SS153",1
"153","AB154",900.45,275.74,4,323.4,2619.14,799.79,"N/A",NA,"Alexander Bay","Y","Y","SS154",1
"154","TN1",199.14,1238.01,5,0,585.77,585.77,"996.6",0,"Terra Nova","Y","N","NWR1",1
"155","TN2",323.5,810.6,3,0,185.1,154.22,"2503.1",0,"Terra Nova","Y","N","NWR2",1
"156","TN3",392.56,931.08,3,0,285.13,285.13,"1844.2",0,"Terra Nova","Y","N","NWR3",1
"157","TN4",268.68,855.5,5,0,224.65,198.85,"554.9",0,"Terra Nova","Y","N","NWR4",1
"158","TN5",294.64,810.6,5,0,185.1,154.22,"939.7",0,"Terra Nova","Y","N","NWR4b",1
"159","TN6",300.35,742.95,5,0,149.44,89.9,"723",0,"Terra Nova","Y","N","NWR5",1
"160","TN7",228.83,2005.73,5,0,1357.5,1357.5,"1103.2",0,"Terra Nova","Y","N","NWR6",1
"161","TN8",182.71,1863.4,4,0,1881.18,1881.18,"1961.2",0,"Terra Nova","Y","N","CS14",1
"162","TN9",142.2,1527.8,5,0,325.81,325.81,"2275.1",0,"Terra Nova","Y","N","CS15",1
"163","TN10",174.64,1624.39,5,0,223.24,223.24,"2410.3000000000002",0,"Terra Nova","Y","N","CS16",1
"164","TN11",753.41,2142.64,4,0,560.3,560.3,"509.3",35.16,"Terra Nova","Y","N","CS17",1
"165","TN12",943.27,1090.46,5,0,1070.27,1070.27,"1261.0999999999999",0,"Terra Nova","Y","N","CS18",1
"166","TN13",877.02,827.99,5,0,392.74,392.74,"1204.7",11.06,"Terra Nova","Y","N","CS19",1
"167","TN14",1029.59,2085.37,3,0,1554.35,1239.48,"1463.6",0,"Terra Nova","Y","N","CS20",1
"168","TN15",921.6,2156.56,3,0,1706.18,968.97,"1352.4",0,"Terra Nova","Y","N","CS21",1
"169","TN16",1433.39,3163.38,4,0,2286.47,1170.8,"842.2",0,"Terra Nova","Y","N","CS22",1
"170","TN17",1231.6,3023.42,3,0,2586.27,1140.47,"1775.7",0,"Terra Nova","Y","N","CS23",1
"171","TN18",3634.1,926.92,5,0,2294.47,2146.59,"1376.7",0,"Terra Nova","Y","N","21",1
"172","TN19",4382.67,396.85,3,0,1613.32,1613.32,"599.4",49.71,"Terra Nova","Y","N","22",1
"173","TN20",4395.19,372.95,4,0,1110.28,1110.28,"286.5",12.77,"Terra Nova","Y","N","23",1
"174","TN21",4382.67,1503.75,3,0,180.53,180.53,"1538.1",0,"Terra Nova","Y","N","24",1
"175","TN22",4484.31,2505.86,3,0,978.41,978.41,"1770.3",0,"Terra Nova","Y","N","84",1
"176","TN23",4377.64,2764.9,4,0,772.64,772.64,"2509.5",0,"Terra Nova","Y","N","CHU1",1
"177","TN24",4010.78,3296.34,4,0,334.35,334.35,"2018.9",0,"Terra Nova","Y","N","CHU2",1
"178","TN25",4165.45,3465.34,4,0,696.97,696.97,"1898.1",0,"Terra Nova","Y","N","CS30",1
"179","TN26",4444.67,3921.76,5,0,1057.27,1057.27,"2095.8000000000002",0,"Terra Nova","Y","N","CHU4",1
"180","TN27",4653.24,4258.34,2,0,724.45,724.45,"2320.8000000000002",0,"Terra Nova","Y","N","CS31",1
"181","TN28",4738.36,4602.24,2,0,406.99,406.99,"2182.9",0,"Terra Nova","Y","N","CHU5",1
"182","TN29",4982.65,4845.29,5,0,363.77,363.77,"2280.9",0,"Terra Nova","Y","N","CHU6",1
"183","TN30",5844.14,5744.03,3,0,926.28,440.32,"237.1",50.98,"Terra Nova","Y","N","CHU7",1
"184","TN31",6325.85,6125.46,3,0,732.55,533.24,"266",35.21,"Terra Nova","Y","N","CS35",1
"185","TN32",6752.96,6745.38,3,0,180.77,180.77,"1078.5",0,"Terra Nova","Y","N","CHU8",1
"186","TN33",7048.38,6597.16,3,0,490.8,490.8,"883.9",0,"Terra Nova","Y","N","CHU9",1
"187","TN34",9169.59,4067.06,3,0,370.12,370.12,"2247.4",0,"Terra Nova","Y","N","CHU10",1
"188","TN35",9441.01,4065.9,3,0,289.64,289.64,"636.20000000000005",47.95,"Terra Nova","Y","N","CHU11",1
"189","TN36",11120.34,3526.45,4,0,972.81,972.81,"0",168.56,"Terra Nova","Y","N","CS39",1
"190","TN37",10778.33,3060.94,4,0,207.17,207.17,"2835.1",0,"Terra Nova","Y","N","Ps1",1
"191","TN38",10916.76,2928.5,4,0,371.43,371.43,"2951.9",NA,"Terra Nova","Y","N","Ps2",1
"192","TN39",11561.52,2649.41,4,0,373.09,359.14,"2586.5",0,"Terra Nova","Y","N","88",1
"193","TN40",11638.97,2612.13,4,0,290.94,290.94,"2909.9",0,"Terra Nova","Y","N","89",1
"194","TN41",11901.77,2488.32,2,0,216.59,216.59,"2428.9",0,"Terra Nova","Y","N","90",1
"195","TN42",11932.53,2465.49,2,0,238.22,238.22,"2417.3000000000002",0,"Terra Nova","Y","N","91",1
"196","TN43",11999.54,2661.43,4,0,320.44,320.44,"2605.3000000000002",0,"Terra Nova","Y","N","92",1
"197","TN44",11769.24,2760.87,4,0,335.32,335.32,"2765.5",0,"Terra Nova","Y","N","93",1
"198","TN45",11974.74,2909.61,4,0,614.9,614.9,"216.7",71.45,"Terra Nova","Y","N","94",1
"199","TN46",12029.13,2885.74,4,0,614.37,614.37,"424.6",54.99,"Terra Nova","Y","N","95",1
"200","TN47",12732.4,3021.18,4,0,821.58,821.58,"350",31.79,"Terra Nova","Y","N","96",1
"201","TN48",12769.66,3045.79,2,0,1015.41,1015.41,"153",57.63,"Terra Nova","Y","N","97",1
"202","TN49",12804.33,3035.18,2,0,806.7,625.7,"131.9",77.68,"Terra Nova","Y","N","98",1
"203","TN50",12976.36,3029.77,4,0,696.27,626.31,"250.8",67.02,"Terra Nova","Y","N","99",1
"204","TN51",13369.59,3006.04,2,0,398.18,398.18,"2133.6999999999998",0,"Terra Nova","Y","N","100",1
"205","TN52",12443.89,2962.93,3,0,457.89,457.89,"1793.8",0,"Terra Nova","Y","N","101",1
"206","TN53",13696.13,3135.89,3,0,610.8,610.8,"2576.5",0,"Terra Nova","Y","N","102",1
"207","TN54",13737.14,3178.91,3,0,759.78,759.78,"1448.8",0,"Terra Nova","Y","N","103",1
"208","TN55",13801.01,3226.95,3,0,882.5,882.5,"16.100000000000001",118.57,"Terra Nova","Y","N","104",1
"209","TN56",13589.92,3149.55,3,0,715.57,715.57,"25.6",0,"Terra Nova","Y","N","105",1
